TRANS_FRAUD	CUSTOMER_ID	TERMINAL_ID	TRANS_AMOUNT	TRANS_DAY_OF_WEEK	TRANS_HOUR_OF_DAY	TRANS_WEEKEND	TRANS_NIGHT	CT_AVG_DAY_AMOUNT	CT_AVG_DAY_TRANS	CT_TOT_DAY_AMOUNT	CT_TOT_DAY_TRANS	CT_FRAUD_HIST	TM_AVG_DAY_AMOUNT	TM_AVG_DAY_TRANS	TM_TOT_DAY_AMOUNT	TM_TOT_DAY_TRANS	TM_FRAUD_HIST	TM_CLIENTELE	CT_PURCHASE_TM
1	32	8989	292.9	5	14	0	0	149.32891025641027	2.0961538461538463	439.09	3	0	72.21720430107527	1.4731182795698925	416.83	4	0	29	1
1	33	277	291.6	6	7	1	0	183.39271604938273	2.7037037037037037	1035.51	7	6	73.29837398373984	1.4959349593495934	372.11	2	0	36	2
1	33	277	413.6	5	6	0	0	183.39271604938273	2.7037037037037037	435.1	2	10	73.29837398373984	1.4959349593495934	413.6	1	1	36	3
1	33	1113	325.95	6	2	1	1	183.39271604938273	2.7037037037037037	1035.51	7	5	73.77771186440678	1.6864406779661016	415.76	3	1	38	0
1	33	1829	369.1	3	16	0	0	183.39271604938273	2.7037037037037037	1003.9	4	4	60.36477064220183	1.4587155963302751	466.98	4	0	30	3
1	33	3643	500.75	3	13	0	0	183.39271604938273	2.7037037037037037	1003.9	4	3	71.57300884955752	1.575221238938053	517.67	2	0	32	1
1	33	4369	297.9	6	9	1	0	183.39271604938273	2.7037037037037037	1035.51	7	7	78.00538461538461	1.6153846153846154	321.34	3	0	32	0
1	33	6353	71.16	1	6	0	0	183.39271604938273	2.7037037037037037	359.92	7	0	72.09429906542056	1.6355140186915889	95.55	2	1	31	1
1	33	6353	61.91	2	20	0	1	183.39271604938273	2.7037037037037037	528.24	8	1	72.09429906542056	1.6355140186915889	109.6	3	22	31	2
1	33	6427	276.84999999999997	7	10	1	0	183.39271604938273	2.7037037037037037	347.71	2	8	61.378416666666666	1.4333333333333333	276.84999999999997	1	0	31	1
1	33	7926	88.52	1	7	0	0	183.39271604938273	2.7037037037037037	202.75	3	11	66.22666666666667	1.4444444444444444	153.22	4	22	31	2
1	33	8513	204.95	1	6	0	0	183.39271604938273	2.7037037037037037	243.89999999999998	2	2	96.3718085106383	1.574468085106383	252.2	2	0	33	1
1	33	9085	414.85	3	17	0	0	183.39271604938273	2.7037037037037037	445.6	2	9	83.29877049180328	1.5573770491803278	414.85	1	0	34	2
1	34	2985	38.25	7	11	1	0	135.24167883211678	2.0437956204379564	114.71	2	0	90.05436363636363	1.481818181818182	146.35	2	13	32	0
1	34	2985	63.56	5	6	0	0	135.24167883211678	2.0437956204379564	63.56	1	1	90.05436363636363	1.481818181818182	241.49	3	20	32	1
1	35	867	48.46	7	18	1	0	165.62863636363636	3.465909090909091	288.31	8	0	84.859765625	1.5859375	48.46	1	13	31	2
1	35	4610	12.17	1	15	0	0	165.62863636363636	3.465909090909091	175.46	5	1	86.06710144927536	1.8768115942028984	65.19	2	20	40	8
1	36	1048	17.9	2	14	0	0	53.96139664804469	3.6201117318435756	40.93	3	0	85.82054054054053	1.4504504504504505	28.29	2	22	32	0
1	36	8412	11.73	1	22	0	1	53.96139664804469	3.6201117318435756	118.57	6	1	68.88028846153846	1.5576923076923077	24.200000000000003	2	14	32	5
1	37	1371	95	4	5	0	1	77.05470930232558	3.5697674418604652	95	1	8	97.6841592920354	1.6902654867256637	153.37	2	1	32	12
1	37	2357	195.9	6	9	1	0	77.05470930232558	3.5697674418604652	460.21000000000004	7	12	93.44936936936936	1.5315315315315314	195.9	1	0	29	8
1	37	2410	46.150000000000006	5	7	0	0	77.05470930232558	3.5697674418604652	52.92	2	9	72.78008620689656	1.5	172.87	2	2	29	12
1	37	5742	57.15	3	17	0	0	77.05470930232558	3.5697674418604652	179.6	2	1	88.4959090909091	1.5909090909090908	90.72999999999999	2	0	34	2
1	37	5742	87.69999999999999	5	10	0	0	77.05470930232558	3.5697674418604652	221.72	7	4	88.4959090909091	1.5909090909090908	204.39	3	1	34	3
1	37	5770	137.10000000000002	6	8	1	0	77.05470930232558	3.5697674418604652	460.21000000000004	7	11	77.49125	1.3333333333333333	137.10000000000002	1	1	27	4
1	37	5985	50.7	7	11	1	0	77.05470930232558	3.5697674418604652	174.82	6	14	74.23853448275862	1.5086206896551724	50.7	1	0	38	10
1	37	6049	40.85	6	4	1	1	77.05470930232558	3.5697674418604652	460.21000000000004	7	10	74.82666666666667	1.4411764705882353	40.85	1	1	25	4
1	37	6249	101.35	4	10	0	0	77.05470930232558	3.5697674418604652	125.00999999999999	2	2	68.80869047619048	1.4166666666666667	126.39999999999999	3	0	16	7
1	37	6249	75.3	2	12	0	0	77.05470930232558	3.5697674418604652	235.44	5	6	68.80869047619048	1.4166666666666667	75.3	1	1	16	9
1	37	6576	75.05	5	10	0	0	77.05470930232558	3.5697674418604652	221.72	7	3	83.71711711711711	1.4234234234234233	77.67	2	0	26	7
1	37	8038	42.55	7	11	1	0	77.05470930232558	3.5697674418604652	88.22	3	5	95.10314049586776	1.743801652892562	42.55	1	0	42	7
1	37	9204	66.39999999999999	7	9	1	0	77.05470930232558	3.5697674418604652	174.82	6	13	76.17773913043479	1.4521739130434783	103.53999999999999	2	1	36	5
1	37	9516	122.45	3	5	0	1	77.05470930232558	3.5697674418604652	179.6	2	0	85.84396226415095	1.5377358490566038	134.49	2	0	34	7
1	37	9516	111.75	2	19	0	0	77.05470930232558	3.5697674418604652	235.44	5	7	85.84396226415095	1.5377358490566038	162.9	2	1	34	8
1	40	4796	83.55	6	17	1	0	268.316	3.5085714285714285	212.78	3	4	82.53514851485149	1.4455445544554455	83.55	1	0	29	9
1	40	4796	107.17	4	15	0	0	268.316	3.5085714285714285	478.23	5	5	82.53514851485149	1.4455445544554455	107.17	1	11	29	10
1	40	5444	107.09	6	8	1	0	268.316	3.5085714285714285	805.82	10	2	72.07373983739838	1.6097560975609757	107.09	1	22	36	0
1	40	5927	109.19	3	14	0	0	268.316	3.5085714285714285	240.45	3	0	92.53606837606837	1.547008547008547	135.44	3	7	30	1
1	40	5927	64.07	3	14	0	0	268.316	3.5085714285714285	103.67999999999999	2	1	92.53606837606837	1.547008547008547	170.97	3	11	30	2
1	40	5927	132.09	4	13	0	0	268.316	3.5085714285714285	554.57	6	3	92.53606837606837	1.547008547008547	153.39000000000001	2	18	30	3
1	41	261	41.75	3	14	0	0	12.063543307086615	1.7480314960629921	107.95	3	4	71.50543103448275	1.4741379310344827	73.28999999999999	2	0	29	2
1	41	261	34.85	6	1	1	1	12.063543307086615	1.7480314960629921	43.33	2	5	71.50543103448275	1.4741379310344827	34.85	1	1	29	3
1	41	339	13.62	5	5	0	1	12.063543307086615	1.7480314960629921	32.5	3	11	86.0547619047619	1.6031746031746033	95.73	2	19	35	4
1	41	1520	53.2	2	18	0	0	12.063543307086615	1.7480314960629921	53.2	1	1	112.40703703703704	1.8592592592592592	134.74	2	0	49	0
1	41	3619	3.9	3	10	0	0	12.063543307086615	1.7480314960629921	3.9	1	6	90.7125	1.7016129032258065	32.54	2	3	39	1
1	41	3619	14.39	3	10	0	0	12.063543307086615	1.7480314960629921	21.59	2	7	90.7125	1.7016129032258065	190.6	3	10	39	2
1	41	3619	9.37	4	1	0	1	12.063543307086615	1.7480314960629921	21.33	2	8	90.7125	1.7016129032258065	54.76	3	12	39	3
1	41	4473	9.07	7	9	1	0	12.063543307086615	1.7480314960629921	12.13	2	12	83.76024	1.624	9.07	1	23	36	2
1	41	4996	6.77	2	9	0	0	12.063543307086615	1.7480314960629921	14.51	2	10	68.3376404494382	1.4269662921348314	36.5	2	13	20	0
1	41	6825	35.6	6	15	1	0	12.063543307086615	1.7480314960629921	40.56	2	0	94.02410256410256	1.6837606837606838	64.65	3	0	34	0
1	41	7017	25.85	3	12	0	0	12.063543307086615	1.7480314960629921	107.95	3	3	104.04635714285715	1.8	139.2	3	0	49	0
1	41	8545	40.35	3	6	0	0	12.063543307086615	1.7480314960629921	107.95	3	2	110.15118881118882	1.8951048951048952	292.06	4	1	51	0
1	41	9273	3.03	3	18	0	0	12.063543307086615	1.7480314960629921	22.39	5	9	92.20316666666666	1.6	95.29	2	20	37	0
1	43	7822	26.47	3	6	0	0	121.28941176470589	1.4901960784313726	114.01	2	0	95.49327731092437	1.5378151260504203	173.74	2	16	27	3
1	46	3433	47.71	3	16	0	0	141.50882716049384	2.4691358024691357	122.86	3	2	110.98595588235294	1.963235294117647	89.7	3	37	51	2
1	46	3781	94.21	1	10	0	0	141.50882716049384	2.4691358024691357	261.24	5	0	77.601138211382107	1.6585365853658536	213.32	3	1	40	1
